InNum,ProQANumber,CallDateTime,Timestamp,Address,AptLot,lng,lat,GridLoc,Disp,PDids,ExtNatureDisplayName,Report,PolArea,DOW,HourNum
2015141878,,8/8/15 21:11,1439086262,5211 CURRITUCK LN-CO,,-92.31847,39.00636,24301B,2,200,911 CHECKS,,30N,Saturday,21
2015141872,,8/8/15 21:04,1439085853,400 BLK CONLEY RD-CO,,-92.2939,38.9552,29083A,2,200,911 CHECKS,,80N,Saturday,21
2015141870,,8/8/15 21:02,1439085771,909 CHERRY ST-CO,,-92.32711,38.95063,28124S,2,200,PARKING VIOLATION,,70D,Saturday,21
2015141875,,8/8/15 21:02,1439085760,3201 MARTHA DR-CO,101,-92.28944,38.97899,24324A,2,200,911 CHECKS,,40W,Saturday,21
2015141869,,8/8/15 20:59,1439085543,405 NIFONG BLVD E-CO,,-92.33361,38.91205,28254A,2,200,MEDICAL EMERGENCY,,60E,Saturday,20
2015141867,,8/8/15 20:58,1439085523,1800 I70 DR SOUTHWEST-CO,,-92.36555,38.96542,28102A,2,200,CHECK SUBJECT,,10W,Saturday,20
2015141865,,8/8/15 20:53,1439085209,4105 VAWTER SCHOOL RD W-CO,,-92.39826,38.91302,28283B,2,200,911 CHECKS,,60W,Saturday,20
2015141857,,8/8/15 20:40,1439084439,2001 BROADWAY E-CO,2,-92.30665,38.94894,29182A,1,200,HARASSMENT,2015-008779,80NP,Saturday,20
2015141848,M78626,8/8/15 20:20,1439083235,101 FOURTH ST S-CO,,-92.33325,38.9504,28124R,2,200,ASSIST FIRE,,70DP,Saturday,20
2015141846,P41311,8/8/15 20:17,1439083070,4300 RAINBOW TROUT DR-CO,,-92.39982,38.94397,28174A,2,200,LAW ALARM,,50W,Saturday,20
2015141845,,8/8/15 20:14,1439082867,OLD 63 S-CO/HOMINY BRANCH CT-CO,,-92.3069,38.9429,29182A,10,200,TRAFFIC STOP,,80S,Saturday,20
2015141839,,8/8/15 20:04,1439082246,220 BUSINESS LOOP 70 E-CO,A,-92.33437,38.96431,28013S,2,200,SUSPICIOUS INCIDENT,,20E,Saturday,20
2015141838,,8/8/15 20:01,1439082102,2520 BROADWAY BLUFFS DR-CO,,-92.30042,38.94756,29171A,2,200,911 CHECKS,,80N,Saturday,20
2015141830,P41307,8/8/15 19:39,1439080793,1615 BUSINESS LOOP 70 W-CO,,-92.36267,38.97245,28034A,2,200,DISTURBANCE,,10WP,Saturday,19
2015141829,P41306,8/8/15 19:34,1439080468,1548 TOWNE DR-CO,2B,-92.30468,38.96762,29064A,1,200,DISTURBANCE,2015-008777,40W,Saturday,19
2015141826,,8/8/15 19:23,1439079790,RANGE LINE ST-CO/BUSINESS LOOP 70 E-CO,,-92.3247,38.964,28014Q,2,200,UNKNOWN PROBLEM,,30S,Saturday,19
2015141818,M78623,8/8/15 19:03,1439078617,CHERRY ST-CO/NINTH ST S-CO,,-92.3276,38.9505,28124R,2,200,ASSIST MEDICS,,70D,Saturday,19
2015141819,,8/8/15 19:02,1439078577,300 BLK EL CORTEZ DR W-CO,,0,0,28253A,2,200,911 CHECKS,,60W,Saturday,19
2015141816,,8/8/15 19:00,1439078431,RANGE LINE ST-CO/VANDIVER DR-CO,,-92.3257,38.971,28012A,2,200,TRAFFIC STOP,,30S,Saturday,19
2015141817,,8/8/15 18:59,1439078383,2520 BROADWAY BLUFFS DR-CO,,-92.30042,38.94756,29171A,2,200,911 CHECKS,,80N,Saturday,18
2015141814,,8/8/15 18:57,1439078264,CIRCUS AV-CO/LYON ST-CO,,-92.3301,38.9557,28124P,5,200,TRAFFIC STOP,2015-008776,20E,Saturday,18
2015141810,,8/8/15 18:55,1439078117,2116 PARIS RD-CO,,-92.30517,38.96962,29064A,7,200,TRAFFIC STOP,,40W,Saturday,18
2015141809,P41305,8/8/15 18:49,1439077764,100 TENTH ST S-CO,,-92.326,38.95019,28124S,9,200,ACCIDENT,,70D,Saturday,18
2015141806,,8/8/15 18:40,1439077200,415 CONLEY RD-CO,3,-92.29669,38.95495,29083A,2,200,911 CHECKS,,80N,Saturday,18
2015141797,M78621,8/8/15 18:34,1439076884,7 BROADWAY VILLAGE DR-CO,C,-92.30242,38.94571,29171A,2,200,ASSIST FIRE,,80S,Saturday,18
2015141788,,8/8/15 18:29,1439076554,700 GARTH AV N-CO,,-92.33842,38.9596,28121P,2,200,TRESPASS SUBJECT,,20W,Saturday,18
2015141785,,8/8/15 18:21,1439076086,WORLEY ST W-CO/MCBAINE AV-CO,,-92.3424,38.9585,28123P,10,200,TRAFFIC STOP,,20W,Saturday,18
2015141787,P41302,8/8/15 18:14,1439075669,416 PARKADE BLVD-CO,,-92.34397,38.97385,28011P,2,200,HARASSMENT,,10E,Saturday,18
2015141784,,8/8/15 18:09,1439075391,210 ALLEN WALKWAY-CO,,-92.3369,38.95448,28123Q,2,200,911 CHECKS,,20W,Saturday,18
2015141794,M78620,8/8/15 18:02,1439074969,204 BRIARCREST CT-CO,,-92.34186,38.92037,28251A,2,200,ANIMAL BITE,,60E,Saturday,18
2015141786,,8/8/15 18:01,1439074860,4840 HIGHWAY 763 N-CO,,-92.32274,39.00272,24301B,2,200,911 CHECKS,,30N,Saturday,18
2015141800,P41299,8/8/15 17:58,1439074709,2900 PARIS RD-CO,B,-92.29337,38.97944,24323A,2,200,HARASSMENT,,40W,Saturday,17
2015141772,,8/8/15 17:54,1439074490,300 BLK HIGHVIEW AV-CO,,-92.3427,38.9645,28121P,2,200,CHECK SUBJECT,,20W,Saturday,17
2015141769,,8/8/15 17:42,1439073739,906 PROVIDENCE RD S-CO,,-92.33328,38.94085,28134A,2,200,STALLED VEHICLE,,60E,Saturday,17
2015141774,,8/8/15 17:41,1439073708,1701 OXFORD DR-CO,A,-92.36495,38.94077,28154A,2,200,911 CHECKS,,50E,Saturday,17
2015141768,,8/8/15 17:39,1439073555,3406 RANGE LINE ST-CO,76,-92.32282,38.9842,23362A,10,200,TRAFFIC STOP,,30S,Saturday,17
2015141773,,8/8/15 17:33,1439073201,300 BLK DUNCAN ST-CO,,-92.343049,38.959428,28121P,2,200,911 CHECKS,,20W,Saturday,17
2015141767,P41297,8/8/15 17:32,1439073129,804 CLINKSCALES RD-CO,,-92.36168,38.96331,28111A,2,200,AUTO THEFT,,20W,Saturday,17
2015141763,,8/8/15 17:28,1439072894,805 NIFONG BLVD E-CO,,-92.32955,38.91011,28254A,2,200,CHECK OPEN BUSINESS,,60E,Saturday,17
2015141765,,8/8/15 17:28,1439072894,511 HICKMAN AV-CO,,-92.33095,38.95808,28122P,2,200,911 CHECKS,,20E,Saturday,17
2015141762,,8/8/15 17:27,1439072827,710 BLK BUSINESS LOOP 70 W-CO,,0,0,28024A,10,200,TRAFFIC STOP,,20W,Saturday,17
2015141770,P41296,8/8/15 17:23,1439072623,ROGER I WILSON MEMORIAL DR N-CO/PRATHERSVILLE RD E-CO,,-92.3087,39.0149,24194B,2,200,LOCKOUT,,30N,Saturday,17
2015141752,,8/8/15 17:13,1439072026,2400 BERNADETTE DR-CO,,-92.37769,38.96419,28101A,1,200,SHOPLIFTING,2015-008778,10W,Saturday,17
2015141751,P41294,8/8/15 17:11,1439071862,2922 WOODS CROSSING DR-CO,,-92.25578,38.98069,24343A,3,200,LAW ALARM,,40E,Saturday,17
2015141745,,8/8/15 17:07,1439071625,1726 PARIS RD-CO,,-92.31124,38.96328,29071P,10,200,TRAFFIC STOP,,70,Saturday,17
2015141748,P41291,8/8/15 17:01,1439071284,1729 BROADWAY W-CO,A,-92.36263,38.95853,28152A,2,200,LEAVING THE SCENE ACCIDENT,,50E,Saturday,17
2015141749,,8/8/15 17:00,1439071210,1500 BLK NIFONG BLVD E-CO,,-92.3182,38.9075,29303A,2,200,911 CHECKS,,60E,Saturday,17
2015141737,,8/8/15 16:54,1439070876,2404 CALICO LN-CO,,-92.29598,38.97546,29051A,10,200,TRAFFIC STOP,,40W,Saturday,16
2015141738,,8/8/15 16:52,1439070767,HIGHWAY 63 N SB-BC/PRATHERSVILLE RD E-BC,,-92.3065,39.0149,24192B,2,200,911 CHECKS,,30N,Saturday,16
2015141757,,8/8/15 16:48,1439070522,1200 AGAIN ST-CO,,-92.35574,38.95844,28113P,2,200,LARCENY,,20WP,Saturday,16
2015141812,P41288,8/8/15 16:47,1439070466,31 CONLEY RD-CO,,-92.29437,38.94909,29083A,2,200,ACCIDENT,,80N,Saturday,16
2015141731,,8/8/15 16:47,1439070451,311 HIGHVIEW AV-CO,,-92.34274,38.96458,28121P,2,200,CHECK SUBJECT,,20W,Saturday,16
2015141730,P41286,8/8/15 16:41,1439070079,2703 WALNUT ST E-CO,,-92.29828,38.95336,29083A,2,200,SUSPICIOUS VEHICLE,,80N,Saturday,16
2015141719,,8/8/15 16:29,1439069388,1514 WORLEY ST W-CO,,-92.36193,38.96009,28113P,2,200,CHECK SUBJECT,,20W,Saturday,16
2015141726,P41285,8/8/15 16:26,1439069201,5906 KELSEY DR-CO,,-92.2465,38.97511,29032Y,1,200,FRAUD,2015-008772,40E,Saturday,16
2015141723,P41284,8/8/15 16:24,1439069047,901 SAFARI DR-CO,101,-92.3269,38.98733,23362A,2,200,HARASSMENT,,10E,Saturday,16
2015141715,,8/8/15 16:22,1439068954,I70 E-CO/HIGHWAY 63 CONNECTOR NB-CO,,-92.2921,38.9617,29082U,2,200,C&I DRIVING,,40E,Saturday,16
2015141711,,8/8/15 16:20,1439068840,800 WILKES BLVD-CO,,-92.32786,38.96015,28122Q,5,200,CHECK SUBJECT,,20E,Saturday,16
2015141712,P41283,8/8/15 16:19,1439068770,4116 ROLLINS RD-CO,,-92.39718,38.94906,28161A,1,200,DISTURBANCE,2015-008773,50W,Saturday,16
2015141718,M78617,8/8/15 16:16,1439068604,STADIUM BLVD N-CO/I70 E-CO,,-92.3711,38.9682,28034A,7,200,ACCIDENT,,10W,Saturday,16
2015141707,,8/8/15 16:13,1439068438,BROADWAY E-CO/FIFTH ST S-CO,,-92.3319,38.9516,28124R,10,200,TRAFFIC STOP,,70D,Saturday,16
2015141705,,8/8/15 16:06,1439068014,ASH ST W-CO/ALEXANDER AV-CO,,-92.3437,38.9546,28123P,10,200,TRAFFIC STOP,,50E,Saturday,16
2015141706,P41281,8/8/15 16:06,1439067980,700 CLAYTON ST-CO,,0,0,28112Q,2,200,CIVIL MATTER,,20W,Saturday,16
2015141703,,8/8/15 16:01,1439067698,BROADWAY E-CO/FOURTH ST N-CO,,-92.333,38.9517,28124R,2,200,CHECK SUBJECT,,70D,Saturday,16
2015141699,,8/8/15 15:57,1439067423,702 WILKES BLVD-CO,,-92.32905,38.9602,28122P,2,200,KEEP THE PEACE,,20E,Saturday,15
2015141704,P41280,8/8/15 15:56,1439067368,115 FIFTH ST S-CO,,-92.33223,38.95014,28124R,2,200,ACCIDENT,,70D,Saturday,15
2015141698,,8/8/15 15:46,1439066799,400 PROVIDENCE RD N-CO,,-92.33356,38.95633,28124P,2,200,FOOT PATROL,,20EP,Saturday,15
2015141688,,8/8/15 15:22,1439065356,5000 BLK GASCONADE DR-CO,,-92.2604,38.9725,29031A,2,200,911 CHECKS,,40E,Saturday,15
2015141684,,8/8/15 15:21,1439065311,WALNUT ST E-CO/ORR ST-CO,,-92.3251,38.9525,28124Q,10,200,TRAFFIC STOP,,70D,Saturday,15
2015141686,,8/8/15 15:17,1439065053,900 VANDIVER DR-CO,253,-92.32667,38.97065,28012A,2,200,MISSING PERSON,,10E,Saturday,15
2015141681,,8/8/15 15:09,1439064575,2102 PARIS RD-CO,,-92.30648,38.96834,29064A,2,200,CHECK SUBJECT,,40W,Saturday,15
2015141682,,8/8/15 15:08,1439064509,7007 MADISON CREEK DR-CO,,-92.38236,38.87368,33101B,2,200,911 CHECKS,,60W,Saturday,15
2015141683,P41276,8/8/15 14:58,1439063884,1001 PROVIDENCE RD N-CO,,-92.333958,38.962276,28121Q,2,200,SUSPICIOUS PERSON,,20E,Saturday,14
2015141674,P41275,8/8/15 14:46,1439063164,2102 PARIS RD-CO,,-92.30648,38.96834,29064A,2,200,DISTURBANCE,,40W,Saturday,14
2015141671,,8/8/15 14:40,1439062814,HANOVER BLVD-CO/HERSHEY CT-CO,,-92.2796,38.9691,29043A,10,200,TRAFFIC STOP,,40E,Saturday,14
2015141758,P41274,8/8/15 14:34,1439062454,621 TALON RD-CO,,-92.2592,38.95733,29101A,1,200,RECOVER PROPERTY,2015-008774,80N,Saturday,14
2015141678,,8/8/15 14:31,1439062270,1225 FELLOWS PL-CO,,-92.32524,38.93411,29191A,2,200,911 CHECKS,,80S,Saturday,14
2015141728,P41272,8/8/15 14:28,1439062081,100 BLK WEST BLVD N-CO,,0,0,28113Q,9,200,ACCIDENT,,50E,Saturday,14
2015141667,M78614,8/8/15 14:23,1439061812,1412 RANGE LINE ST-CO,,-92.32394,38.96612,28014Q,2,200,ASSIST FIRE,,30S,Saturday,14
2015141664,,8/8/15 14:20,1439061633,2107 DICKINSON CT-CO,,-92.30466,38.99872,24304A,5,200,CHECK SUBJECT,,30N,Saturday,14
2015141663,,8/8/15 14:14,1439061258,I70 E-CO/HIGHWAY 63 CONNECTOR NB-CO,,-92.2921,38.9617,29082U,2,200,CHECK SUBJECT,,40E,Saturday,14
2015141661,,8/8/15 14:10,1439061043,101 FOURTH ST S-CO,,-92.33325,38.9504,28124R,2,200,FOOT PATROL,,70DP,Saturday,14
2015141662,P41269,8/8/15 14:03,1439060588,703 EIGHTH ST N-CO,,-92.32849,38.95889,28122P,2,200,MISSING PERSON,,20E,Saturday,14
2015141660,,8/8/15 13:55,1439060124,2700 NORBURY DR-CO,,-92.30396,38.97828,24314A,2,200,911 CHECKS,,30S,Saturday,13
2015141655,,8/8/15 13:43,1439059395,2904 RANGE LINE ST-CO,72,-92.32397,38.97973,23364A,2,200,911 CHECKS,,30S,Saturday,13
2015141652,P41268,8/8/15 13:41,1439059278,203 NIFONG BLVD E-CO,A,-92.33747,38.91036,28253A,2,200,SUSPICIOUS PERSON,,60W,Saturday,13
2015141796,P41265,8/8/15 13:18,1439057927,415 CONLEY RD-CO,3,-92.29669,38.95495,29083A,2,200,PARKING VIOLATION,,80N,Saturday,13
2015141675,P41264,8/8/15 13:18,1439057883,1515 BLK BROADWAY W-CO,,0,0,28141A,2,200,ACCIDENT,,50E,Saturday,13
2015141643,P41263,8/8/15 13:16,1439057784,202 UNITY DR-CO,A,-92.34082,38.95619,28123P,1,200,VANDALISM,2015-008769,20W,Saturday,13
2015141638,,8/8/15 13:00,1439056838,3002 CARTER LN-CO,,-92.33154,38.91698,28252A,2,200,911 CHECKS,,60E,Saturday,13
2015141632,P41260,8/8/15 12:47,1439056061,112 BICKNELL ST-CO,,-92.34545,38.95416,28114Q,2,200,DISTURBANCE,,50E,Saturday,12
2015141628,,8/8/15 12:36,1439055372,800 BLK CONLEY RD-CO,,-92.2932,38.9588,29081A,2,200,911 CHECKS,,80N,Saturday,12
2015141808,P41259,8/8/15 12:32,1439055142,3300 ALBANY CT-CO,C,-92.28973,38.95142,29084A,1,200,VANDALISM,2015-008775,80N,Saturday,12
2015141618,,8/8/15 12:29,1439054955,BROADWAY E-CO/LEGION LN S-CO,,-92.2867,38.9434,29172A,2,200,TRAFFIC STOP,,80N,Saturday,12
2015141624,P41256,8/8/15 12:25,1439054749,1905 HILLCREST DR-CO,,-92.31017,38.9287,29192A,12,200,LAW ALARM,,80SP,Saturday,12
2015141619,,8/8/15 12:25,1439054727,5104 NEWBURY WY-CO,,-92.4129,38.8941,33052B,2,200,911 CHECKS,,60W,Saturday,12
2015141611,P41255,8/8/15 12:10,1439053856,I70 W-CO/PARIS RD-CO,,-92.3083,38.9673,29064V,2,200,TRAFFIC HAZARD,,30S,Saturday,12
2015141610,,8/8/15 12:07,1439053647,HIGHWAY 63 S NB-CO/GRINDSTONE PKWY-CO,,-92.2935,38.9129,29294A,2,200,C&I DRIVING,,80S,Saturday,12
2015141645,,8/8/15 11:59,1439053163,2309 BROADWAY W-CO,,-92.37403,38.95638,28151A,2,200,HARASSMENT,,50W,Saturday,11
2015141613,P41254,8/8/15 11:57,1439053062,2703 FORUM BLVD-CO,,-92.365463,38.922644,28272A,2,200,ACCIDENT,,60WP,Saturday,11
2015141607,,8/8/15 11:57,1439053022,1615 BUSINESS LOOP 70 W-CO,,-92.36267,38.97245,28034A,2,200,911 CHECKS,,10WP,Saturday,11
2015141608,,8/8/15 11:50,1439052649,300 BLK PARK AV-CO,,-92.3334,38.9546,28124P,2,200,911 CHECKS,,20E,Saturday,11
2015141620,P41250,8/8/15 11:27,1439051233,203 NIFONG BLVD E-CO,A,-92.33747,38.91036,28253A,2,200,SUSPICIOUS PERSON,,60W,Saturday,11
2015141598,,8/8/15 11:27,1439051222,1615 BUSINESS LOOP 70 W-CO,,-92.36267,38.97245,28034A,2,200,FOOT PATROL,,10WP,Saturday,11
2015141596,,8/8/15 11:26,1439051161,607 SIXTH ST N-CO,,-92.33075,38.95852,28122P,5,200,CHECK SUBJECT,,20E,Saturday,11
2015141593,P41249,8/8/15 11:16,1439050594,HIGHWAY 63 N NB-CO/BROADWAY E-CO,,-92.2935,38.9464,29172A,2,200,LOCKOUT,,80N,Saturday,11
2015141736,P41248,8/8/15 11:15,1439050552,1109 BROADWAY W-CO,E,-92.35479,38.95327,28141A,2,200,CHECK THE WELFARE,,50E,Saturday,11
2015141623,P41246,8/8/15 11:09,1439050182,NEW HAVEN RD-CO/HIGHWAY 63 S NB-CO,,-92.2934,38.9129,29292A,2,200,ACCIDENT,,80S,Saturday,11
2015141639,P41245,8/8/15 11:07,1439050077,1301 GRINDSTONE PKWY-CO,103,-92.32172,38.91271,29303A,2,200,TRESPASSING,,60E,Saturday,11
2015141587,,8/8/15 11:06,1439049989,5780 ST CHARLES RD E-CO,,-92.24961,38.96288,29034B,2,200,TRAFFIC STOP,,40E,Saturday,11
2015141588,M78610,8/8/15 11:04,1439049847,2401 BROADWAY W-CO,402,-92.37498,38.95511,28151A,2,200,ASSIST MEDICS,,50W,Saturday,11
2015141601,,8/8/15 11:03,1439049791,4303 JEANA CT-CO,,-92.40061,38.93275,28204A,2,200,911 CHECKS,,50W,Saturday,11
2015141586,,8/8/15 11:01,1439049682,4911 BULLHEAD LN-CO,,-92.26174,38.98504,24343A,2,200,911 CHECKS,,40E,Saturday,11
2015141693,P41242,8/8/15 10:59,1439049569,104 REDWOOD RD-CO,,-92.35552,38.95431,28113Q,2,200,CIVIL MATTER,,50E,Saturday,10
2015141583,P41241,8/8/15 10:51,1439049087,PROVIDENCE RD N-CO/WORLEY ST E-CO,,-92.29412,38.96174,28124P,2,200,ACCIDENT,,20E,Saturday,10
2015141702,P41239,8/8/15 10:36,1439048166,1718 BROADWAY E-CO,A,-92.31283,38.94961,29073S,2,200,LARCENY MV,,70,Saturday,10
2015141579,M78608,8/8/15 10:30,1439047800,2513 OLD 63 S-CO,100,-92.30805,38.92062,29194A,5,200,DWI,2015-008768,80S,Saturday,10
2015141577,,8/8/15 10:27,1439047636,2900 PARIS RD-CO,,-92.29337,38.97944,24323A,2,200,911 CHECKS,,40W,Saturday,10
2015141576,,8/8/15 10:26,1439047570,2406 PARIS RD-CO,,-92.30155,38.97358,29051A,2,200,TRAFFIC STOP,,40W,Saturday,10
2015141573,,8/8/15 10:12,1439046756,ANN ST N-CO/PARIS RD-CO,,-92.3144,38.9608,29071Q,2,200,TRAFFIC STOP,,70,Saturday,10
2015141571,,8/8/15 10:07,1439046440,3100 PROVIDENCE RD S-CO,,-92.33363,38.9161,28252A,9,200,ABANDON CHILD,,60E,Saturday,10
2015141572,P41236,8/8/15 10:07,1439046440,2410 MILICENT CT-CO,,-92.34596,38.97828,28022A,1,200,LARCENY MV,2015-008766,10E,Saturday,10
2015141570,,8/8/15 10:01,1439046061,105 ASH ST E-CO,,-92.33587,38.95406,28123Q,2,200,911 CHECKS,,50E,Saturday,10
2015141569,,8/8/15 9:54,1439045665,3850 RANGE LINE ST-CO,,-92.32397,38.9891,23362A,2,200,CHECK OPEN BUSINESS,,30S,Saturday,9
2015141567,,8/8/15 9:53,1439045583,105 ASH ST E-CO,,-92.33587,38.95406,28123Q,2,200,CHECK SUBJECT,,50E,Saturday,9
2015141568,P41235,8/8/15 9:47,1439045259,2205 MILLAY DR-CO,,-92.30348,38.99688,24304A,2,200,SUSPICIOUS PERSON,,30N,Saturday,9
2015141564,P41234,8/8/15 9:37,1439044636,711 PROVIDENCE RD N-CO,,-92.33446,38.95988,28121Q,2,200,SUSPICIOUS PERSON,,20E,Saturday,9
2015141558,P41233,8/8/15 9:26,1439043983,2904 RANGE LINE ST-CO,19,-92.32454,38.98129,23364A,2,200,DISTURBANCE,,30S,Saturday,9
2015141554,,8/8/15 9:13,1439043219,5503 KELSEY DR-CO,,-92.25293,38.97571,29032Y,2,200,911 CHECKS,,40E,Saturday,9
2015141550,,8/8/15 9:07,1439042831,101 FOURTH ST S-CO,,-92.33325,38.9504,28124R,2,200,FOOT PATROL,,70DP,Saturday,9
2015141591,P41231,8/8/15 9:00,1439042442,110 ASH ST E-CO,,-92.335732,38.953543,28123Q,7,200,PARKING VIOLATION,,50E,Saturday,9
2015141542,,8/8/15 8:50,1439041837,WHITE GATE DR-CO/SYLVAN LN-CO,,-92.3012,38.968,29053A,5,200,TRAFFIC STOP,2015-008765,40W,Saturday,8
2015141541,,8/8/15 8:45,1439041548,801 WALNUT ST E-CO,,-92.32785,38.95329,28124Q,2,200,PUBLIC RELATIONS,,112,Saturday,8
2015141540,,8/8/15 8:36,1439041001,3905 CLARK LN-CO,,-92.27828,38.96443,29091A,2,200,CHECK OPEN BUSINESS,,40E,Saturday,8
2015141532,,8/8/15 8:08,1439039333,3707 JAGUAR CT-CO,,-92.33209,38.9883,23362A,2,200,WARRANT,,10E,Saturday,8
2015141530,,8/8/15 8:07,1439039240,3707 JAGUAR CT-CO,,-92.33209,38.9883,23362A,2,200,WARRANT,,10E,Saturday,8
2015141529,,8/8/15 8:04,1439039045,RANGE LINE ST-CO/SMITH ST-CO,,-92.3248,38.9622,28122Q,2,200,TRAFFIC STOP,,20E,Saturday,8
2015141531,,8/8/15 8:01,1439038867,2400 BLK CREEKS EDGE CT-CO,,-92.3015,38.9909,24321A,2,200,911 CHECKS,,30N,Saturday,8
2015141525,P41229,8/8/15 7:52,1439038353,NINTH ST S-CO/ELM ST-CO,,-92.3276,38.9485,28132Q,2,200,DISTURBANCE,,70D,Saturday,7
2015141523,,8/8/15 7:49,1439038157,OAKLAND GRAVEL RD-CO/THOMAS DR-CO,,-92.3025,38.9785,24323A,10,200,TRAFFIC STOP,,30S,Saturday,7
2015141522,,8/8/15 7:43,1439037790,25 CONLEY RD-CO,A,-92.29632,38.94969,29083A,1,200,LARCENY,2015-008764,80N,Saturday,7
2015141519,,8/8/15 7:04,1439035463,3211 CLARK LN-CO,,-92.29003,38.96443,29082A,2,200,CHECK OPEN BUSINESS,,40W,Saturday,7
2015141504,M78603,8/8/15 5:40,1439030435,301 NEBRASKA AV-CO,,-92.33325,38.96668,28014Q,2,200,ASSIST FIRE,,20E,Saturday,5
2015141496,P41225,8/8/15 4:46,1439027216,301 NEBRASKA AV-CO,,-92.33325,38.96668,28014Q,2,200,LAW ALARM,,20E,Saturday,4
2015141500,,8/8/15 4:45,1439027140,BROWN STATION RD-CO/LAWNRIDGE CT-CO,,-92.2931,38.9884,24321A,2,200,911 CHECKS,,30N,Saturday,4
2015141502,P41224,8/8/15 4:37,1439026622,1606 GLENOVER CT-CO,,-92.281,38.96877,29043A,2,200,MISSING PERSON,,40E,Saturday,4
2015141488,P41222,8/8/15 3:55,1439024121,3001 BROADWAY W-CO,,-92.38247,38.95696,28162A,1,200,ROBBERY,2015-008761,50W,Saturday,3
2015141476,,8/8/15 3:44,1439023462,600 WALNUT ST E-CO,,-92.33047,38.95248,28124R,1,200,ASSIST OFFICER,2015-008762,70D,Saturday,3
2015141474,P41221,8/8/15 3:36,1439023008,312 WORLEY ST W-CO,,-92.34357,38.95841,28123P,2,200,DISTURBANCE,,20W,Saturday,3
2015141487,P41220,8/8/15 3:36,1439022976,205 BUSINESS LOOP 70 E-CO,,-92.33493,38.96512,28013S,2,200,TRESPASSING,,20E,Saturday,3
2015141467,P41219,8/8/15 3:10,1439021424,NIFONG BLVD E-CO/ASPEN HEIGHTS PKWY-CO,,-92.299836,38.907367,29293A,9,200,DWI,,60E,Saturday,3
2015141459,P41216,8/8/15 2:30,1439019012,420 LASALLE PL-CO,,-92.33621,38.95721,28123Q,2,200,LOCKOUT,,20W,Saturday,2
2015141455,P41215,8/8/15 2:29,1439018955,5040 CLARK LN-CO,,-92.25857,38.96293,29101A,2,200,DISTURBANCE,,40E,Saturday,2
2015141491,P41214,8/8/15 2:23,1439018597,3309 CROW CT-CO,,-92.3342,38.9852,23363A,2,200,MISSING PERSON,,10E,Saturday,2
2015141444,,8/8/15 2:17,1439018225,1019 BROADWAY E-CO,,-92.32582,38.95166,28124S,2,200,TRESPASS SUBJECT,,70D,Saturday,2
2015141438,,8/8/15 2:03,1439017400,912 BUSINESS LOOP 70 E-CO,,-92.32621,38.96387,28014Q,2,200,911 CHECKS,,20E,Saturday,2
2015141436,M78600,8/8/15 2:02,1439017336,1019 BROADWAY E-CO,,-92.32582,38.95166,28124S,2,200,ASSIST MEDICS,,70D,Saturday,2
2015141434,P41213,8/8/15 1:55,1439016946,2116 ARLENE DR-CO,,-92.4001,38.93189,28204A,1,200,ASSAULT,2015-008758,50W,Saturday,1
2015141430,P41212,8/8/15 1:47,1439016455,BROADWAY E-CO/NINTH ST N-CO,,-92.3276,38.9515,28124S,2,200,DISTURBANCE,,70D,Saturday,1
2015141428,P41211,8/8/15 1:40,1439016049,SEXTON RD E-CO/WOODLAWN AV-CO,,-92.3359,38.9596,28121Q,2,200,CHECK SUBJECT,,20E,Saturday,1
2015141425,,8/8/15 1:38,1439015930,500 COLLEGE AV N-CO,,-92.32109,38.95705,29071P,2,200,TRAFFIC STOP,,70,Saturday,1
2015141426,P41210,8/8/15 1:36,1439015806,2405 SNOWBERRY CIR-CO,,-92.30306,38.92087,29291A,12,200,LAW ALARM,,80S,Saturday,1
2015141427,M78599,8/8/15 1:34,1439015676,3200 BLK DOVE DR-CO,,-92.3356,38.9843,23363A,2,200,ASSIST MEDICS,,10E,Saturday,1
2015141422,P41209,8/8/15 1:32,1439015545,4509 FALL RIVER DR-CO,,-92.35401,38.90175,28352A,2,200,SUSPICIOUS PERSON,,60W,Saturday,1
2015141424,P41208,8/8/15 1:30,1439015445,3707 JAGUAR CT-CO,,-92.33209,38.9883,23362A,1,200,LARCENY,2015-008755,10E,Saturday,1
2015141421,P41206,8/8/15 1:29,1439015354,GRINDSTONE PKWY-CO/GRINDSTONE PLAZA DR-CO,,-92.3188,38.9134,29303A,5,200,DWI,2015-008757,60E,Saturday,1
2015141417,,8/8/15 1:24,1439015044,2500 BLK OLD 63 S-CO,,-92.3076,38.9212,29194A,5,200,DWI,2015-008756,80S,Saturday,1
2015141407,,8/8/15 1:02,1439013760,1100 BLK BROADWAY E-CO,,-92.3248,38.9515,29073R,2,200,FOOT PATROL,,70D,Saturday,1
2015141404,,8/8/15 1:00,1439013619,LAKEVIEW AV-CO/RANGE LINE ST-CO,,-92.3247,38.9651,29063Q,2,200,TRAFFIC STOP,,30S,Saturday,1
2015141403,,8/8/15 0:59,1439013586,2500 BLK OLD 63 S-CO,,-92.3076,38.9212,29194A,5,200,DWI,2015-008759,80S,Saturday,0
2015141402,,8/8/15 0:57,1439013466,200 BLK NINTH ST S-CO,,-92.3276,38.949,28132Q,2,200,SUSPICIOUS VEHICLE,,70D,Saturday,0
